TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:27:432,-0.09,-0.09,1.00,-0.17,-0.01,-0.00
00:00:27:532,-0.06,-0.20,1.03,-0.17,-0.06,0.02
00:00:27:632,-0.05,-0.27,1.02,-0.11,0.01,0.02
00:00:27:732,0.01,-0.11,1.10,-0.08,-0.08,0.05
00:00:27:832,-0.09,-0.27,0.91,-0.10,0.01,0.05
00:00:27:932,-0.04,-0.42,0.92,-0.07,0.06,0.05
00:00:28:032,-0.03,-0.25,1.13,-0.11,0.04,0.04
00:00:28:132,-0.00,-0.22,0.98,-0.03,-0.00,0.00
00:00:28:232,-0.09,-0.34,0.94,-0.18,0.04,0.01
00:00:28:332,-0.01,-0.16,1.06,-0.02,0.04,0.02
00:00:28:432,-0.06,-0.27,1.05,-0.10,0.05,0.02
00:00:28:532,-0.01,-0.28,0.86,-0.16,0.02,0.01
00:00:28:632,-0.04,-0.20,1.26,-0.13,0.02,0.02
00:00:28:732,-0.07,-0.27,0.87,-0.12,0.08,-0.01
00:00:28:832,0.01,-0.12,1.10,-0.09,-0.03,-0.01
00:00:28:932,-0.08,-0.15,1.04,-0.12,0.07,-0.02
00:00:29:032,-0.05,-0.32,0.84,0.06,0.01,-0.00
00:00:29:132,0.03,-0.26,0.94,-0.12,0.01,0.01
00:00:29:232,-0.07,-0.17,1.04,-0.12,0.03,0.01
00:00:29:332,-0.04,-0.19,0.82,0.18,-0.04,-0.00
00:00:29:432,0.02,-0.33,0.99,0.09,0.05,-0.03
00:00:29:532,-0.04,-0.11,1.07,-0.08,-0.05,-0.07
00:00:29:632,-0.08,-0.01,0.95,0.06,0.03,-0.07
00:00:29:732,-0.10,-0.30,1.01,-0.03,-0.04,-0.07
00:00:29:832,-0.09,-0.44,0.94,-0.09,-0.06,-0.05
00:00:29:932,0.05,-0.24,0.85,0.01,-0.06,-0.02
00:00:30:032,-0.03,-0.18,1.10,-0.11,-0.06,0.01
00:00:30:132,-0.02,-0.08,1.09,-0.11,-0.04,0.02
00:00:30:232,-0.06,-0.16,1.11,-0.16,-0.06,0.06
00:00:30:332,-0.12,-0.13,1.07,-0.10,0.06,0.10
00:00:30:432,-0.10,-0.24,1.02,-0.28,0.14,0.08
00:00:30:532,-0.09,-0.23,1.03,-0.19,0.13,0.06
00:00:30:632,-0.07,-0.23,0.95,-0.13,0.19,0.04
00:00:30:732,-0.06,-0.22,1.00,-0.11,0.17,-0.01
00:00:30:832,-0.06,-0.16,0.98,-0.12,0.11,-0.06
00:00:30:932,-0.11,-0.09,1.13,-0.15,0.09,-0.09
00:00:31:032,-0.11,-0.25,1.13,-0.06,0.09,-0.08
00:00:31:132,-0.09,-0.42,1.10,-0.12,-0.01,-0.11
00:00:31:232,-0.02,-0.39,0.96,-0.14,0.03,-0.10
00:00:31:332,-0.06,-0.33,1.00,-0.16,-0.02,-0.11
00:00:31:432,-0.02,-0.07,0.91,-0.12,-0.07,-0.09
00:00:31:532,-0.01,-0.36,0.95,-0.30,0.00,-0.04
00:00:31:632,-0.07,-0.32,0.94,-0.10,-0.07,-0.09
00:00:31:732,0.01,-0.33,1.06,-0.06,-0.05,-0.04
00:00:31:832,-0.07,-0.28,0.92,-0.04,-0.06,-0.08
00:00:31:932,-0.00,-0.19,1.05,-0.02,-0.13,-0.06
00:00:32:032,-0.04,-0.25,1.00,-0.13,-0.07,-0.08
00:00:32:132,0.01,-0.22,1.09,-0.07,-0.08,-0.06
00:00:32:232,-0.08,-0.24,1.16,-0.08,-0.06,-0.02
00:00:32:332,-0.03,-0.26,1.17,-0.08,-0.06,-0.00
00:00:32:432,-0.04,-0.20,1.15,-0.08,-0.05,0.01
00:00:32:532,-0.06,-0.08,1.07,-0.13,0.03,0.03
00:00:32:632,0.01,-0.20,0.93,-0.06,-0.04,-0.01
00:00:32:732,-0.03,-0.37,0.93,-0.06,0.04,0.01
00:00:32:832,-0.08,-0.35,0.87,-0.05,0.04,-0.05
00:00:32:932,-0.06,-0.39,0.95,-0.22,-0.13,-0.10
00:00:33:032,-0.03,-0.11,1.14,0.00,-0.00,-0.02
00:00:33:132,0.01,-0.17,0.96,-0.08,-0.16,-0.00
00:00:33:232,-0.04,-0.39,0.82,0.11,-0.04,0.04
00:00:33:332,-0.03,-0.35,1.12,-0.08,-0.04,0.02
00:00:33:432,-0.06,-0.22,1.08,0.02,-0.02,0.03
00:00:33:532,-0.00,-0.16,0.99,0.00,0.04,0.05
00:00:33:632,-0.04,-0.31,0.83,-0.11,-0.03,0.02
00:00:33:732,-0.09,-0.28,1.03,-0.24,0.06,0.06
00:00:33:832,-0.03,-0.14,1.14,-0.07,0.05,0.03
00:00:33:932,-0.04,-0.30,0.79,-0.02,0.06,0.04
00:00:34:032,-0.04,-0.33,0.91,-0.30,0.07,0.04
00:00:34:132,-0.03,-0.08,1.18,-0.07,0.03,0.04
00:00:34:232,-0.11,-0.24,0.98,0.00,0.14,-0.01
00:00:34:332,-0.03,-0.34,1.18,-0.13,0.04,-0.04
00:00:34:432,0.02,-0.12,1.04,-0.12,-0.06,-0.04
00:00:34:532,-0.05,-0.18,0.89,-0.06,0.12,-0.03
00:00:34:632,0.02,-0.28,1.09,-0.03,-0.05,-0.05
00:00:34:732,-0.10,-0.42,0.86,-0.05,0.04,-0.02
00:00:34:832,-0.04,-0.14,1.08,-0.08,0.04,-0.04
00:00:34:932,-0.06,-0.30,0.97,-0.07,0.00,-0.04
00:00:35:032,-0.04,-0.17,1.18,-0.06,0.01,-0.03
00:00:35:132,0.02,-0.28,0.87,-0.12,-0.07,-0.02
00:00:35:232,-0.04,-0.22,1.13,0.03,-0.02,-0.05
00:00:35:332,-0.03,-0.42,0.81,-0.05,-0.03,-0.04
00:00:35:432,-0.13,-0.46,0.92,0.01,0.01,-0.03
00:00:35:532,-0.03,-0.29,1.09,0.00,-0.02,-0.03
00:00:35:632,-0.04,-0.38,1.14,-0.26,0.01,-0.02
00:00:35:732,-0.04,-0.18,1.02,-0.09,-0.02,0.01
00:00:35:832,-0.01,-0.20,1.15,-0.29,-0.05,0.01
00:00:35:932,0.02,0.02,0.53,-0.04,-0.07,0.03
00:00:36:032,-0.03,-0.20,1.14,-0.31,0.02,-0.03
00:00:36:132,0.01,-0.25,1.14,-0.09,-0.02,0.02
00:00:36:232,-0.07,-0.23,0.94,-0.02,-0.02,-0.04
00:00:36:333,-0.04,-0.33,0.97,0.02,-0.01,-0.01
00:00:36:432,-0.02,-0.18,1.19,-0.14,-0.01,-0.01
00:00:36:532,-0.10,-0.34,0.83,-0.19,0.02,-0.02
